"Comunidad","Provincia","Municipio","Población","Latitud","Longitud"
"País Vasco","Araba/Álava","Alegría-Dulantzi",2971,42.84149,-2.513507
"País Vasco","Araba/Álava","Amurrio",10330,43.05265,-3.001022
"País Vasco","Araba/Álava","Aramaio",1381,43.054,-2.566
"País Vasco","Araba/Álava","Artziniega",1856,43.1222,-3.128209
"País Vasco","Araba/Álava","Armiñón",247,42.72305,-2.872574
"País Vasco","Araba/Álava","Asparrena",1611,42.89567,-2.321
"País Vasco","Araba/Álava","Ayala/Aiara",2942,43.08333,-3.063056
"País Vasco","Araba/Álava","Baños de Ebro/Mañueta",291,42.53029,-2.679144
"País Vasco","Araba/Álava","Barrundia",879,42.91669,-2.491817
"País Vasco","Araba/Álava","Berantevilla",459,42.68245,-2.860401
"País Vasco","Araba/Álava","Bernedo",546,42.62669,-2.497532
"País Vasco","Araba/Álava","Campezo/Kanpezu",1085,42.69194,-2.37
"País Vasco","Araba/Álava","Zigoitia",1844,42.9682,-2.7183
"País Vasco","Araba/Álava","Kripan",178,42.59167,-2.516079
"País Vasco","Araba/Álava","Kuartango",408,42.87139,-2.885556
"País Vasco","Araba/Álava","Elburgo/Burgelu",642,42.84956,-2.544762
"País Vasco","Araba/Álava","Elciego",955,42.51507,-2.618277
"País Vasco","Araba/Álava","Elvillar/Bilar",319,42.5705,-2.544915
"País Vasco","Araba/Álava","Iruraiz-Gauna",553,42.82207,-2.495043
"País Vasco","Araba/Álava","Labastida/Bastida",1565,42.59042,-2.793166
"País Vasco","Araba/Álava","Lagrán",170,42.6264,-2.58382
"País Vasco","Araba/Álava","Laguardia",1478,42.55428,-2.584237
"País Vasco","Araba/Álava","Lanciego/Lantziego",685,42.56262,-2.513204
"País Vasco","Araba/Álava","Lapuebla de Labarca",859,42.49467,-2.575167
"País Vasco","Araba/Álava","Leza",210,42.56607,-2.633635
"País Vasco","Araba/Álava","Laudio/Llodio",17982,43.14333,-2.962985
"País Vasco","Araba/Álava","Arraia-Maeztu",822,42.73981,-2.44598
"País Vasco","Araba/Álava","Navaridas",191,42.54517,-2.624532
"País Vasco","Araba/Álava","Okondo",1194,43.16222,-3.018889
"País Vasco","Araba/Álava","Oyón-Oion",3413,42.50614,-2.436965
"País Vasco","Araba/Álava","Peñacerrada-Urizaharra",302,42.6441,-2.713375
"País Vasco","Araba/Álava","Erriberagoitia/Ribera Alta",845,42.71577,-2.968477
"País Vasco","Araba/Álava","Añana",142,42.80235,-2.982607
"País Vasco","Araba/Álava","Samaniego",290,42.56983,-2.680185
"País Vasco","Araba/Álava","San Millán/Donemiliaga",720,42.87472,-2.376111
"País Vasco","Araba/Álava","Urkabustaiz",1462,42.97194,-2.922222
"País Vasco","Araba/Álava","Valdegovía/Gaubea",1072,42.85,-3.1
"País Vasco","Araba/Álava","Harana/Valle de Arana",214,42.75673,-2.321858
"País Vasco","Araba/Álava","Villabuena de Álava/Eskuernaga",290,42.54872,-2.665456
"País Vasco","Araba/Álava","Vitoria-Gasteiz",257968,42.84641,-2.667893
"País Vasco","Araba/Álava","Yécora/Iekora",265,42.5693,-2.470064
"País Vasco","Araba/Álava","Zalduondo",194,42.88563,-2.347254
"País Vasco","Araba/Álava","Zambrana",442,42.65998,-2.879353
"País Vasco","Araba/Álava","Zuia",2372,42.98167,-2.844
"País Vasco","Araba/Álava","Iruña Oka/Iruña de Oca",3625,42.81917,-2.807778
"País Vasco","Araba/Álava","Lantarón",926,42.75667,-2.987556
"Castilla La Mancha","Albacete","Abengibre",759,39.20999,-1.544182
"Castilla La Mancha","Albacete","Alatoz",497,39.09464,-1.361155
"Castilla La Mancha","Albacete","Albacete",174137,38.99765,-1.86007
"Castilla La Mancha","Albacete","Albatana",663,38.56977,-1.524207
"Castilla La Mancha","Albacete","Alborea",676,39.27951,-1.39587
"Castilla La Mancha","Albacete","Alcadozo",641,38.64877,-1.981464
"Castilla La Mancha","Albacete","Alcalá del Júcar",1117,39.19346,-1.429671
"Castilla La Mancha","Albacete","Alcaraz",1304,38.66966,-2.492647
"Castilla La Mancha","Albacete","Almansa",24281,38.86941,-1.097517
"Castilla La Mancha","Albacete","Alpera",2260,38.95939,-1.231247
"Castilla La Mancha","Albacete","Ayna",608,38.55318,-2.070846
"Castilla La Mancha","Albacete","Balazote",2379,38.88408,-2.150826
"Castilla La Mancha","Albacete","Balsa de Ves",124,39.26442,-1.195344
"Castilla La Mancha","Albacete","El Ballestero",413,38.84107,-2.455432
"Castilla La Mancha","Albacete","Barrax",1864,39.04573,-2.200169
"Castilla La Mancha","Albacete","Bienservida",552,38.51517,-2.611526
"Castilla La Mancha","Albacete","Bogarra",748,38.58138,-2.214221
"Castilla La Mancha","Albacete","Bonete",970,38.8693,-1.348517
"Castilla La Mancha","Albacete","El Bonillo",2624,38.95073,-2.539598
"Castilla La Mancha","Albacete","Carcelén",487,39.10189,-1.308891
"Castilla La Mancha","Albacete","Casas de Juan Núñez",1361,39.10187,-1.557571
"Castilla La Mancha","Albacete","Casas de Lázaro",311,38.77105,-2.241862
"Castilla La Mancha","Albacete","Casas de Ves",548,39.2584,-1.335103
"Castilla La Mancha","Albacete","Casas-Ibáñez",4591,39.28518,-1.47113
"Castilla La Mancha","Albacete","Caudete",10249,38.70274,-0.9915481
"Castilla La Mancha","Albacete","Cenizate",1160,39.3043,-1.661456
"Castilla La Mancha","Albacete","Corral-Rubio",302,38.83509,-1.460988
"Castilla La Mancha","Albacete","Cotillas",126,38.4311,-2.506876
"Castilla La Mancha","Albacete","Chinchilla de Monte-Aragón",4626,38.91862,-1.722758
"Castilla La Mancha","Albacete","Elche de la Sierra",3596,38.44759,-2.048343
"Castilla La Mancha","Albacete","Férez",605,38.35604,-2.010168
"Castilla La Mancha","Albacete","Fuensanta",287,39.24641,-2.065142
"Castilla La Mancha","Albacete","Fuente-Álamo",2417,38.69322,-1.431773
"Castilla La Mancha","Albacete","Fuentealbilla",1799,39.26686,-1.549186
"Castilla La Mancha","Albacete","La Gineta",2635,39.11287,-1.996003
"Castilla La Mancha","Albacete","Golosalvo",85,39.23994,-1.636626
"Castilla La Mancha","Albacete","Hellín",30812,38.51216,-1.70331
"Castilla La Mancha","Albacete","La Herrera",303,38.96182,-2.126546
"Castilla La Mancha","Albacete","Higueruela",1142,38.96424,-1.445101
"Castilla La Mancha","Albacete","Hoya-Gonzalo",593,38.96017,-1.554348
"Castilla La Mancha","Albacete","Jorquera",358,39.17475,-1.521044
"Castilla La Mancha","Albacete","Letur",922,38.36555,-2.101964
"Castilla La Mancha","Albacete","Lezuza",1305,38.94902,-2.353775
"Castilla La Mancha","Albacete","Liétor",1063,38.5429,-1.952878
"Castilla La Mancha","Albacete","Madrigueras",4658,39.23705,-1.800167
"Castilla La Mancha","Albacete","Mahora",1465,39.21283,-1.725332
"Castilla La Mancha","Albacete","Masegoso",116,38.71841,-2.315899
"Castilla La Mancha","Albacete","Minaya",1387,39.27149,-2.319947
"Castilla La Mancha","Albacete","Molinicos",785,38.46796,-2.237843
"Castilla La Mancha","Albacete","Montalvos",81,39.16689,-2.027694
"Castilla La Mancha","Albacete","Montealegre del Castillo",2038,38.78697,-1.325303
"Castilla La Mancha","Albacete","Motilleja",668,39.1806,-1.791874
"Castilla La Mancha","Albacete","Munera",3395,39.03984,-2.482528
"Castilla La Mancha","Albacete","Navas de Jorquera",533,39.28074,-1.71904
"Castilla La Mancha","Albacete","Nerpio",1150,38.14801,-2.302496
"Castilla La Mancha","Albacete","Ontur",1890,38.6147,-1.498491
"Castilla La Mancha","Albacete","Ossa de Montiel",2216,38.96335,-2.745406
"Castilla La Mancha","Albacete","Paterna del Madera",339,38.59725,-2.346145
"Castilla La Mancha","Albacete","Peñascosa",328,38.67118,-2.410708
"Castilla La Mancha","Albacete","Peñas de San Pedro",1466,38.72722,-2.004189
"Castilla La Mancha","Albacete","Pétrola",665,38.82572,-1.557605
"Castilla La Mancha","Albacete","Povedilla",392,38.70169,-2.603873
"Castilla La Mancha","Albacete","Pozohondo",1553,38.72114,-1.911805
"Castilla La Mancha","Albacete","Pozo-Lorente",386,39.07682,-1.506532
"Castilla La Mancha","Albacete","Pozuelo",467,38.80923,-2.100707
"Castilla La Mancha","Albacete","La Recueja",221,39.17558,-1.490451
"Castilla La Mancha","Albacete","Riópar",1353,38.49912,-2.41725
"Castilla La Mancha","Albacete","Robledo",393,38.75912,-2.448879
"Castilla La Mancha","Albacete","La Roda",15610,39.0013,-1.868604
"Castilla La Mancha","Albacete","Salobre",442,38.59158,-2.551266
"Castilla La Mancha","Albacete","San Pedro",1185,38.82642,-2.186141
"Castilla La Mancha","Albacete","Socovos",1662,38.33348,-1.983432
"Castilla La Mancha","Albacete","Tarazona de la Mancha",6117,39.26531,-1.912836
"Castilla La Mancha","Albacete","Tobarra",7947,38.58844,-1.693783
"Castilla La Mancha","Albacete","Valdeganga",1961,39.13523,-1.677004
"Castilla La Mancha","Albacete","Vianos",320,38.63218,-2.501559
"Castilla La Mancha","Albacete","Villa de Ves",55,39.22327,-1.26016
"Castilla La Mancha","Albacete","Villalgordo del Júcar",1128,39.29626,-2.06341
"Castilla La Mancha","Albacete","Villamalea",3973,39.36189,-1.599296
"Castilla La Mancha","Albacete","Villapalacios",562,38.5746,-2.635532
"Castilla La Mancha","Albacete","Villarrobledo",25262,39.26726,-2.607643
"Castilla La Mancha","Albacete","Villatoya",113,39.33326,-1.340224
"Castilla La Mancha","Albacete","Villavaliente",201,39.12596,-1.458606
"Castilla La Mancha","Albacete","Villaverde de Guadalimar",310,38.4555,-2.517869
"Castilla La Mancha","Albacete","Viveros",305,38.7733,-2.576014
"Castilla La Mancha","Albacete","Yeste",2509,38.36583,-2.318711
"Castilla La Mancha","Albacete","Pozo Cañada",2692,38.80128,-1.736837
"Valencia","Alicante/Alacant","Agost",5107,38.44117,-0.6395459
"Valencia","Alicante/Alacant","Agres",610,38.77988,-0.5156772
"Valencia","Alicante/Alacant","Aigües",1189,38.49932,-0.3627366
"Valencia","Alicante/Alacant","Albatera",13296,38.1806,-0.8696246
"Valencia","Alicante/Alacant","Alcalalí",1406,38.75568,-0.046652
"Valencia","Alicante/Alacant","Alcoleja",186,38.67542,-0.3323183
"Valencia","Alicante/Alacant","Alfafara",413,38.77266,-0.5552129
"Valencia","Alicante/Alacant","l' Alfàs del Pi",20160,38.58055,-0.1032094
"Valencia","Alicante/Alacant","Algorfa",3684,38.08587,-0.7957607
"Valencia","Alicante/Alacant","Algueña",1342,38.33886,-1.003234
"Valencia","Alicante/Alacant","Almoradí",22464,38.10963,-0.7920032
"Valencia","Alicante/Alacant","Almudaina",118,38.76115,-0.35386
"Valencia","Alicante/Alacant","l' Alqueria d'Asnar",519,38.77235,-0.4256638
"Valencia","Alicante/Alacant","Altea",23963,38.60032,-0.0491708
"Valencia","Alicante/Alacant","Aspe",21969,38.34857,-0.7694142
"Valencia","Alicante/Alacant","Balones",131,38.73683,-0.3420584
"Valencia","Alicante/Alacant","Banyeres de Mariola",7307,38.71685,-0.6558753
"Valencia","Alicante/Alacant","Benasau",171,38.69114,-0.3437617
"Valencia","Alicante/Alacant","Beneixama",1679,38.69995,-0.7661394
"Valencia","Alicante/Alacant","Benejúzar",5697,38.07839,-0.8384452
"Valencia","Alicante/Alacant","Benferri",2053,38.14063,-0.9632033
"Valencia","Alicante/Alacant","Beniarbeig",2384,38.82312,-0.0020653
"Valencia","Alicante/Alacant","Beniarrés",1096,38.81952,-0.3782794
"Valencia","Alicante/Alacant","Benigembla",559,38.75606,-0.1102239
"Valencia","Alicante/Alacant","Benidoleig",1219,38.79387,-0.0281963
"Valencia","Alicante/Alacant","Benidorm",74663,38.53704,-0.1290771
"Valencia","Alicante/Alacant","Benifallim",116,38.66279,-0.4003207
"Valencia","Alicante/Alacant","Benifato",144,38.67406,-0.2300378
"Valencia","Alicante/Alacant","Benijófar",3471,38.07811,-0.73795
"Valencia","Alicante/Alacant","Benilloba",747,38.70023,-0.3904273
"Valencia","Alicante/Alacant","Benillup",109,38.75348,-0.3789057
"Valencia","Alicante/Alacant","Benimantell",548,38.67443,-0.207443
"Valencia","Alicante/Alacant","Benimarfull",447,38.7751,-0.3934855
"Valencia","Alicante/Alacant","Benimassot",96,38.74907,-0.2923697
"Valencia","Alicante/Alacant","Benimeli",453,38.82294,-0.0417273
"Valencia","Alicante/Alacant","Benissa",12317,38.71623,0.0533722
"Valencia","Alicante/Alacant","Biar",3634,38.6297,-0.7654974
"Valencia","Alicante/Alacant","Bigastro",7431,38.06304,-0.8955043
"Valencia","Alicante/Alacant","Bolulla",486,38.67622,-0.1117929
"Valencia","Alicante/Alacant","Busot",3629,38.48483,-0.4172711
"Valencia","Alicante/Alacant","Callosa de Segura",19658,38.12413,-0.8784829
"Valencia","Alicante/Alacant","el Campello",30600,38.42892,-0.3978871
"Valencia","Alicante/Alacant","Cañada",1225,38.67524,-0.8098581
"Valencia","Alicante/Alacant","Castalla",11622,38.59519,-0.6722506
"Valencia","Alicante/Alacant","Castell de Castells",444,38.75242,-0.1748384
"Valencia","Alicante/Alacant","Catral",9423,38.16095,-0.8014995
"Valencia","Alicante/Alacant","Cocentaina",11411,38.74228,-0.4384323
"Valencia","Alicante/Alacant","Confrides",296,38.68329,-0.2685593
"Valencia","Alicante/Alacant","Cox",7622,38.1416,-0.8870501
"Valencia","Alicante/Alacant","Crevillent",30585,38.24703,-0.803492
"Valencia","Alicante/Alacant","Quatretondeta",134,38.72365,-0.3159135
"Valencia","Alicante/Alacant","Daya Nueva",1832,38.11316,-0.7592378
"Valencia","Alicante/Alacant","Daya Vieja",657,38.10484,-0.7387287
"Valencia","Alicante/Alacant","Dénia",46942,38.84043,0.1085751
"Valencia","Alicante/Alacant","Dolores",8102,38.14058,-0.7692993
"Valencia","Alicante/Alacant","Elda",53818,38.47803,-0.7904639
"Valencia","Alicante/Alacant","Famorca",44,38.73206,-0.2463927
"Valencia","Alicante/Alacant","Finestrat",9352,38.56909,-0.2107335
"Valencia","Alicante/Alacant","Formentera del Segura",4749,38.08562,-0.7453506
"Valencia","Alicante/Alacant","Gata de Gorgos",6659,38.77425,0.0812124
"Valencia","Alicante/Alacant","Gaianes",553,38.81155,-0.4103162
"Valencia","Alicante/Alacant","Gorga",284,38.72056,-0.3560984
"Valencia","Alicante/Alacant","Granja de Rocamora",2739,38.15253,-0.8909073
"Valencia","Alicante/Alacant","el Castell de Guadalest",282,38.67644,-0.198618
"Valencia","Alicante/Alacant","Guardamar del Segura",18111,38.08615,-0.651254
"Valencia","Alicante/Alacant","el/Hondón de las Nieves Fondó de les Neus",2696,38.30504,-0.9341582
"Valencia","Alicante/Alacant","Hondón de los Frailes",1310,38.27319,-0.9276314
"Valencia","Alicante/Alacant","Ibi",24210,38.62551,-0.5713521
"Valencia","Alicante/Alacant","Jacarilla",2122,38.06133,-0.8686115
"Valencia","Alicante/Alacant","Xaló",3042,38.73989,-0.0120761
"Valencia","Alicante/Alacant","Llíber",905,38.74273,0.0063282
"Valencia","Alicante/Alacant","Millena",249,38.73058,-0.3638289
"Valencia","Alicante/Alacant","Monforte del Cid",8967,38.37923,-0.7292369
"Valencia","Alicante/Alacant","Mutxamel",27761,38.41235,-0.4432408
"Valencia","Alicante/Alacant","Murla",585,38.76031,-0.0829431
"Valencia","Alicante/Alacant","Muro de Alcoy",9345,38.78075,-0.4402698
"Valencia","Alicante/Alacant","Novelda",26213,38.3853,-0.7653857
"Valencia","Alicante/Alacant","la Nucia",18783,38.61438,-0.1257095
"Valencia","Alicante/Alacant","Ondara",7522,38.82607,0.0159034
"Valencia","Alicante/Alacant","Onil",7959,38.62606,-0.6731591
"Valencia","Alicante/Alacant","Orba",2387,38.78033,-0.0637978
"Valencia","Alicante/Alacant","Orxeta",879,38.5636,-0.2619973
"Valencia","Alicante/Alacant","Orihuela",83720,38.08395,-0.9447829
"Valencia","Alicante/Alacant","Parcent",1021,38.74553,-0.0661097
"Valencia","Alicante/Alacant","Pedreguer",8687,38.79388,0.0345502
"Valencia","Alicante/Alacant","Pego",10632,38.84324,-0.1175528
"Valencia","Alicante/Alacant","Penàguila",293,38.67942,-0.3590004
"Valencia","Alicante/Alacant","Petrer",34076,38.47744,-0.7742523
"Valencia","Alicante/Alacant","el/Pinoso Pinós",8407,38.40112,-1.041577
"Valencia","Alicante/Alacant","Planes",696,38.7855,-0.344533
"Valencia","Alicante/Alacant","Polop",5650,38.62263,-0.1259112
"Valencia","Alicante/Alacant","Rafal",4900,38.10402,-0.8499723
"Valencia","Alicante/Alacant","Redován",8285,38.11617,-0.9107296
"Valencia","Alicante/Alacant","Relleu",1288,38.58733,-0.3110441
"Valencia","Alicante/Alacant","Rojales",17162,38.08833,-0.7242546
"Valencia","Alicante/Alacant","la Romana",2672,38.38433,-0.9050398
"Valencia","Alicante/Alacant","Sagra",441,38.81134,-0.0657266
"Valencia","Alicante/Alacant","Salinas",1775,38.51891,-0.9121291
"Valencia","Alicante/Alacant","Sanet y Negrals",722,38.81991,-0.0345811
"Valencia","Alicante/Alacant","San Fulgencio",9433,38.11422,-0.7179557
"Valencia","Alicante/Alacant","Sant Joan d'Alacant",25918,38.39817,-0.4345329
"Valencia","Alicante/Alacant","San Miguel de Salinas",6976,37.97993,-0.7892857
"Valencia","Alicante/Alacant","Santa Pola",38556,38.1923,-0.5552066
"Valencia","Alicante/Alacant","Sax",10172,38.53757,-0.8180652
"Valencia","Alicante/Alacant","Sella",604,38.60862,-0.2730576
"Valencia","Alicante/Alacant","Senija",696,38.72786,0.0405763
"Valencia","Alicante/Alacant","Tàrbena",634,38.69572,-0.1037597
"Valencia","Alicante/Alacant","Teulada",12834,38.72881,0.1035751
"Valencia","Alicante/Alacant","Tibi",1803,38.52938,-0.5830948
"Valencia","Alicante/Alacant","Tollos",38,38.75664,-0.2747656
"Valencia","Alicante/Alacant","Tormos",328,38.80195,-0.0721342
"Valencia","Alicante/Alacant","Torrevieja",94803,37.97747,-0.6832271
"Valencia","Alicante/Alacant","la Vall d'Alcalà",175,38.79445,-0.2527778
"Valencia","Alicante/Alacant","la Vall d'Ebo",230,38.80732,-0.1570321
"Valencia","Alicante/Alacant","la Vall de Laguar",903,38.77628,-0.1310217
"Valencia","Alicante/Alacant","el Verger",5272,38.33109,-0.5109846
"Valencia","Alicante/Alacant","Villena",34385,38.63634,-0.8661389
"Valencia","Alicante/Alacant","els Poblets",2684,38.85391,0.018325
"Valencia","Alicante/Alacant","Pilar de la Horadada",23844,37.86538,-0.7925081
"Valencia","Alicante/Alacant","Los Montesinos",5682,38.02732,-0.743438
"Valencia","Alicante/Alacant","San Isidro",2312,38.1702,-0.8401969
"Andalucía","Almería","Abla",1272,37.14114,-2.780104
"Andalucía","Almería","Abrucena",1235,37.13305,-2.797098
"Andalucía","Almería","Adra",25515,36.74807,-3.022522
"Andalucía","Almería","Alboloduy",585,37.03319,-2.62175
"Andalucía","Almería","Albox",12408,37.38979,-2.147483
"Andalucía","Almería","Alcolea",829,36.97449,-2.961038
"Andalucía","Almería","Alcóntar",557,37.33585,-2.596944
"Andalucía","Almería","Alcudia de Monteagud",128,37.23598,-2.266174
"Andalucía","Almería","Alhabia",725,36.9893,-2.587667
"Andalucía","Almería","Alhama de Almería",3878,36.95742,-2.570075
"Andalucía","Almería","Alicún",215,36.9663,-2.601994
"Andalucía","Almería","Almería",202675,36.84016,-2.467922
"Andalucía","Almería","Almócita",210,37.00236,-2.790071
"Andalucía","Almería","Alsodux",138,37.002,-2.594579
"Andalucía","Almería","Antas",3450,37.24516,-1.917543
"Andalucía","Almería","Arboleas",4319,37.35025,-2.074867
"Andalucía","Almería","Armuña de Almanzora",331,37.34969,-2.411396
"Andalucía","Almería","Bacares",239,37.26083,-2.454761
"Andalucía","Almería","Bayárcal",296,37.03116,-2.996469
"Andalucía","Almería","Bayarque",224,37.33091,-2.43566
"Andalucía","Almería","Bédar",976,37.18964,-1.981898
"Andalucía","Almería","Beires",148,37.012,-2.790928
"Andalucía","Almería","Benahadux",4808,36.92587,-2.455683
"Andalucía","Almería","Benitagla",60,37.23124,-2.239107
"Andalucía","Almería","Benizalón",252,37.21175,-2.241685
"Andalucía","Almería","Bentarique",227,36.98652,-2.61942
"Andalucía","Almería","Berja",12939,36.84644,-2.949425
"Andalucía","Almería","Canjáyar",1134,37.00973,-2.739681
"Andalucía","Almería","Cantoria",3569,37.35259,-2.193626
"Andalucía","Almería","Carboneras",8441,36.99659,-1.895012
"Andalucía","Almería","Castro de Filabres",101,37.18464,-2.439524
"Andalucía","Almería","Cóbdar",190,37.26199,-2.210223
"Andalucía","Almería","Cuevas del Almanzora",15246,37.29709,-1.881476
"Andalucía","Almería","Chercos",303,37.26633,-2.257897
"Andalucía","Almería","Chirivel",1567,37.5956,-2.264839
"Andalucía","Almería","Dalías",4169,36.82121,-2.870697
"Andalucía","Almería","Enix",598,36.87704,-2.602107
"Andalucía","Almería","Felix",770,36.86892,-2.657921
"Andalucía","Almería","Fines",2286,37.35888,-2.262964
"Andalucía","Almería","Fiñana",1984,37.17101,-2.840678
"Andalucía","Almería","Fondón",1133,36.97942,-2.858356
"Andalucía","Almería","Gádor",3067,36.95393,-2.492936
"Andalucía","Almería","Los Gallardos",3071,37.16948,-1.940099
"Andalucía","Almería","Garrucha",10603,37.17925,-1.821901
"Andalucía","Almería","Gérgal",1191,37.1207,-2.538305
"Andalucía","Almería","Huécija",537,36.96788,-2.611436
"Andalucía","Almería","Huércal de Almería",18584,36.88415,-2.435978
"Andalucía","Almería","Huércal-Overa",20609,37.39063,-1.943684
"Andalucía","Almería","Instinción",498,36.99316,-2.659945
"Andalucía","Almería","Laroya",209,37.29667,-2.329601
"Andalucía","Almería","Láujar de Andarax",1658,36.99384,-2.88922
"Andalucía","Almería","Líjar",393,37.29527,-2.219928
"Andalucía","Almería","Lubrín",1428,37.21585,-2.067055
"Andalucía","Almería","Lucainena de las Torres",714,37.04179,-2.200706
"Andalucía","Almería","Lúcar",825,37.39965,-2.427074
"Andalucía","Almería","Macael",5428,37.33229,-2.304892
"Andalucía","Almería","María",1195,37.7111,-2.165795
"Andalucía","Almería","Mojácar",7517,37.13995,-1.851328
"Andalucía","Almería","Nacimiento",501,37.10497,-2.64774
"Andalucía","Almería","Níjar",33076,36.96576,-2.20651
"Andalucía","Almería","Ohanes",547,37.03723,-2.745168
"Andalucía","Almería","Olula de Castro",181,37.17611,-2.476297
"Andalucía","Almería","Olula del Río",6429,37.35212,-2.298121
"Andalucía","Almería","Oria",2199,37.48503,-2.295018
"Andalucía","Almería","Padules",440,36.99884,-2.773482
"Andalucía","Almería","Partaloa",875,37.40604,-2.226434
"Andalucía","Almería","Paterna del Río",396,37.02088,-2.953087
"Andalucía","Almería","Pechina",4463,36.91667,-2.440625
"Andalucía","Almería","Pulpí",11906,37.41183,-1.745502
"Andalucía","Almería","Purchena",1533,37.34855,-2.36155
"Andalucía","Almería","Rágol",298,36.99564,-2.680989
"Andalucía","Almería","Rioja",1589,36.94406,-2.462424
"Andalucía","Almería","Roquetas de Mar",109204,36.76427,-2.614935
"Andalucía","Almería","Santa Cruz de Marchena",245,37.0172,-2.603768
"Andalucía","Almería","Santa Fe de Mondújar",494,36.97506,-2.530279
"Andalucía","Almería","Senés",278,37.20457,-2.347544
"Andalucía","Almería","Serón",2133,37.34361,-2.508077
"Andalucía","Almería","Sierro",376,37.32348,-2.398526
"Andalucía","Almería","Somontín",524,37.39139,-2.389127
"Andalucía","Almería","Sorbas",2525,37.09841,-2.126351
"Andalucía","Almería","Suflí",231,37.3382,-2.389523
"Andalucía","Almería","Tabernas",4097,37.04945,-2.392681
"Andalucía","Almería","Taberno",962,37.46729,-2.076205
"Andalucía","Almería","Tahal",375,37.22803,-2.28497
"Andalucía","Almería","Terque",384,36.98359,-2.597233
"Andalucía","Almería","Tíjola",3549,37.34551,-2.439434
"Andalucía","Almería","Turre",4209,37.15225,-1.894899
"Andalucía","Almería","Turrillas",268,37.03019,-2.264096
"Andalucía","Almería","Uleila del Campo",816,37.18548,-2.203801
"Andalucía","Almería","Urrácal",350,37.39732,-2.36507
"Andalucía","Almería","Velefique",246,37.19375,-2.403687
"Andalucía","Almería","Vélez-Blanco",1933,37.69095,-2.095682
"Andalucía","Almería","Vélez-Rubio",6613,37.64802,-2.074232
"Andalucía","Almería","Vera",19488,37.24686,-1.868238
"Andalucía","Almería","Viator",6271,36.88963,-2.426541
"Andalucía","Almería","Vícar",28835,36.83145,-2.642515
"Andalucía","Almería","Zurgena",2990,37.34265,-2.039607
"Andalucía","Almería","Las Tres Villas",574,37.13334,-2.7
"Andalucía","Almería","El Ejido",90135,36.77506,-2.812738
"Andalucía","Almería","La Mojonera",8677,36.75254,-2.688159
"Castilla León","Ávila","Adanero",208,40.94591,-4.606659
"Castilla León","Ávila","La Adrada",2796,40.29935,-4.634857
"Castilla León","Ávila","Albornos",175,40.83842,-4.881355
"Castilla León","Ávila","Aldeanueva de Santa Cruz",102,40.38176,-5.419435
"Castilla León","Ávila","Aldeaseca",203,41.04952,-4.817433
"Castilla León","Ávila","La Aldehuela",143,40.79458,-4.763939
"Castilla León","Ávila","Amavida",133,40.57338,-5.066842
"Castilla León","Ávila","El Arenal",978,40.26487,-5.087197
"Castilla León","Ávila","Arenas de San Pedro",6438,40.20872,-5.091141
"Castilla León","Ávila","Arevalillo",58,40.58731,-5.370576
"Castilla León","Ávila","Arévalo",7830,41.06443,-4.721681
"Castilla León","Ávila","Aveinte",73,40.78237,-4.837343
"Castilla León","Ávila","Avellaneda",23,40.38853,-5.388019
"Castilla León","Ávila","Ávila",58111,40.65642,-4.700323
"Castilla León","Ávila","El Barco de Ávila",2297,40.35711,-5.523521
"Castilla León","Ávila","El Barraco",2027,40.47881,-4.638284
"Castilla León","Ávila","Barromán",175,41.06509,-4.931392
"Castilla León","Ávila","Becedas",151,40.40503,-5.634871
"Castilla León","Ávila","Becedillas",69,40.53734,-5.324924
"Castilla León","Ávila","Bercial de Zapardiel",173,41.04642,-4.969301
"Castilla León","Ávila","Las Berlanas",323,40.80299,-4.760686
"Castilla León","Ávila","Bernuy-Zapardiel",84,40.97598,-4.943945
"Castilla León","Ávila","Berrocalejo de Aragona",56,40.69409,-4.594394
"Castilla León","Ávila","Blascomillán",170,40.80138,-5.088691
"Castilla León","Ávila","Blasconuño de Matacabras",14,41.1234,-4.990178
"Castilla León","Ávila","Blascosancho",100,40.87781,-4.635879
"Castilla León","Ávila","El Bohodón",110,40.91633,-4.730068
"Castilla León","Ávila","Bohoyo",214,40.31496,-5.441185
"Castilla León","Ávila","Bonilla de la Sierra",163,40.53089,-5.264956
"Castilla León","Ávila","Brabos",35,40.77847,-4.937897
"Castilla León","Ávila","Bularros",55,40.72449,-4.865047
"Castilla León","Ávila","Burgohondo",1249,40.41368,-4.786215
"Castilla León","Ávila","Cabezas de Alambre",153,40.9404,-4.842389
"Castilla León","Ávila","Cabezas del Pozo",82,41.00153,-4.955734
"Castilla León","Ávila","Cabezas del Villar",224,40.71527,-5.209755
"Castilla León","Ávila","Cabizuela",88,40.90104,-4.800335
"Castilla León","Ávila","Canales",35,41.00328,-4.900349
"Castilla León","Ávila","Candeleda",5031,40.15509,-5.239784
"Castilla León","Ávila","Cantiveros",99,40.9527,-4.954445
"Castilla León","Ávila","Cardeñosa",419,40.74177,-4.745263
"Castilla León","Ávila","La Carrera",160,40.34768,-5.554624
"Castilla León","Ávila","Casas del Puerto",83,40.52906,-5.198162
"Castilla León","Ávila","Casasola",63,40.66874,-4.826726
"Castilla León","Ávila","Casavieja",1394,40.28105,-4.766778
"Castilla León","Ávila","Casillas",669,40.32428,-4.57237
"Castilla León","Ávila","Castellanos de Zapardiel",113,41.08524,-4.909803
