"Comunidad","Provincia","Municipio","Población","Latitud","Longitud"
"Galicia","Ourense","Castro Caldelas",1238,42.37637,-7.411907
"Galicia","Ourense","Celanova",5727,42.15223,-7.958191
"Galicia","Ourense","Cenlle",1076,42.34312,-8.087995
"Galicia","Ourense","Coles",3172,42.40143,-7.836892
"Galicia","Ourense","Cortegada",1024,42.20771,-8.169045
"Galicia","Ourense","Cualedro",1586,41.99015,-7.595024
"Galicia","Ourense","Chandrexa de Queixa",478,42.26029,-7.379771
"Galicia","Ourense","Entrimo",1079,41.93333,-8.116667
"Galicia","Ourense","Esgos",1102,42.32457,-7.695685
"Galicia","Ourense","Xinzo de Limia",9632,42.06366,-7.724412
"Galicia","Ourense","Gomesende",664,42.16586,-8.103775
"Galicia","Ourense","A Gudiña",1186,42.06117,-7.138263
"Galicia","Ourense","O Irixo",1357,42.52346,-8.107206
"Galicia","Ourense","Xunqueira de Ambía",1352,42.20422,-7.734962
"Galicia","Ourense","Xunqueira de Espadanedo",673,42.31957,-7.629323
"Galicia","Ourense","Larouco",437,42.34745,-7.159348
"Galicia","Ourense","Laza",1164,42.06162,-7.461647
"Galicia","Ourense","Leiro",1481,42.36928,-8.123707
"Galicia","Ourense","Lobeira",718,41.99889,-8.043056
"Galicia","Ourense","Lobios",1820,41.89356,-8.068343
"Galicia","Ourense","Maceda",2837,42.27217,-7.650074
"Galicia","Ourense","Manzaneda",798,42.31055,-7.235425
"Galicia","Ourense","Maside",2742,42.41143,-8.025622
"Galicia","Ourense","Melón",1109,42.25759,-8.217762
"Galicia","Ourense","A Merca",1916,42.22276,-7.904709
"Galicia","Ourense","A Mezquita",1006,42.00964,-7.04605
"Galicia","Ourense","Montederramo",670,42.27694,-7.502669
"Galicia","Ourense","Monterrei",2397,41.94715,-7.449487
"Galicia","Ourense","Muíños",1418,41.95426,-7.985605
"Galicia","Ourense","Nogueira de Ramuín",2048,42.41308,-7.726115
"Galicia","Ourense","Oímbra",1711,41.88543,-7.47204
"Galicia","Ourense","Ourense",104891,42.34001,-7.864641
"Galicia","Ourense","Paderne de Allariz",1352,42.2775,-7.745833
"Galicia","Ourense","Padrenda",1534,42.13334,-8.15
"Galicia","Ourense","Parada de Sil",522,42.38281,-7.568525
"Galicia","Ourense","O Pereiro de Aguiar",6731,42.34643,-7.801086
"Galicia","Ourense","A Peroxa",1761,42.43982,-7.795459
"Galicia","Ourense","Petín",861,42.38257,-7.125877
"Galicia","Ourense","Piñor",1119,42.49816,-8.004752
"Galicia","Ourense","Porqueira",832,42.01787,-7.839515
"Galicia","Ourense","A Pobra de Trives",1968,42.33931,-7.2539
"Galicia","Ourense","Pontedeva",458,42.16861,-8.139167
"Galicia","Ourense","Punxín",755,42.37028,-8.011945
"Galicia","Ourense","Quintela de Leirado",594,42.13896,-8.102153
"Galicia","Ourense","Rairiz de Veiga",1179,42.08272,-7.833268
"Galicia","Ourense","Ramirás",1508,42.18779,-8.022355
"Galicia","Ourense","Ribadavia",4936,42.28755,-8.143497
"Galicia","Ourense","San Xoán de Río",518,42.3706,-7.29888
"Galicia","Ourense","Riós",1407,41.97426,-7.282634
"Galicia","Ourense","A Rúa",4223,42.39249,-7.120533
"Galicia","Ourense","Rubiá",1390,42.44963,-6.948192
"Galicia","Ourense","San Amaro",1039,42.37314,-8.071692
"Galicia","Ourense","San Cibrao das Viñas",5718,42.29727,-7.873343
"Galicia","Ourense","San Cristovo de Cea",1989,42.4728,-7.985322
"Galicia","Ourense","Sandiás",1113,42.11305,-7.756991
"Galicia","Ourense","Sarreaus",1069,42.08629,-7.603325
"Galicia","Ourense","Taboadela",1488,42.2409,-7.825325
"Galicia","Ourense","A Teixeira",326,42.38874,-7.266197
"Galicia","Ourense","Toén",2333,42.31652,-7.954854
"Galicia","Ourense","Trasmiras",1220,42.02463,-7.616568
"Galicia","Ourense","A Veiga",887,42.2506,-7.02599
"Galicia","Ourense","Verea",955,42.1,-7.95
"Galicia","Ourense","Verín",13798,41.94045,-7.439122
"Galicia","Ourense","Viana do Bolo",2736,42.17919,-7.112754
"Galicia","Ourense","Vilamarín",1854,42.46451,-7.892807
"Galicia","Ourense","Vilamartín de Valdeorras",1822,42.41521,-7.059831
"Galicia","Ourense","Vilar de Barrio",1199,42.16056,-7.612335
"Galicia","Ourense","Vilar de Santos",795,42.0871,-7.794695
"Galicia","Ourense","Vilardevós",1662,41.90748,-7.314034
"Galicia","Ourense","Vilariño de Conso",510,42.17825,-7.171638
"Asturias","Asturias","Allande",1530,43.26667,-6.616667
"Asturias","Asturias","Aller",10012,43.1497,-5.687873
"Asturias","Asturias","Amieva",603,43.24429,-5.074191
"Asturias","Asturias","Avilés",75351,43.55577,-5.927617
"Asturias","Asturias","Belmonte de Miranda",1394,43.28253,-6.218905
"Asturias","Asturias","Bimenes",1649,43.3307,-5.564885
"Asturias","Asturias","Boal",1380,43.4296,-6.817878
"Asturias","Asturias","Cabrales",1908,43.3,-4.8
"Asturias","Asturias","Cabranes",1097,43.41804,-5.407559
"Asturias","Asturias","Candamo",1899,43.44661,-6.058167
"Asturias","Asturias","Cangas del Narcea",11421,43.17706,-6.549129
"Asturias","Asturias","Cangas de Onís",6316,43.3485,-5.126967
"Asturias","Asturias","Caravia",492,43.44997,-5.183306
"Asturias","Asturias","Carreño",10256,43.54855,-5.789795
"Asturias","Asturias","Caso",1427,43.18333,-5.35
"Asturias","Asturias","Castrillón",22124,43.55,-5.967
"Asturias","Asturias","Castropol",3252,43.52812,-7.030118
"Asturias","Asturias","Coaña",3323,43.51527,-6.750185
"Asturias","Asturias","Colunga",3148,43.48529,-5.270611
"Asturias","Asturias","Corvera de Asturias",15637,43.51012,-5.869227
"Asturias","Asturias","Cudillero",4896,43.56096,-6.144997
"Asturias","Asturias","Degaña",780,42.94008,-6.570541
"Asturias","Asturias","El Franco",3744,43.55703,-6.87387
"Asturias","Asturias","Gijón",268561,43.54526,-5.661926
"Asturias","Asturias","Gozón",10405,43.60997,-5.789972
"Asturias","Asturias","Grado",9688,43.38855,-6.06973
"Asturias","Asturias","Grandas de Salime",779,43.21853,-6.876276
"Asturias","Asturias","Ibias",1098,43.03333,-6.866667
"Asturias","Asturias","Illano",289,43.3314,-6.864824
"Asturias","Asturias","Illas",1034,43.5,-5.966667
"Asturias","Asturias","Langreo",38282,43.29636,-5.682541
"Asturias","Asturias","Laviana",12284,43.23576,-5.55625
"Asturias","Asturias","Lena",10259,43.15833,-5.829167
"Asturias","Asturias","Valdés",10895,43.54389,-6.535833
"Asturias","Asturias","Llanera",13938,43.46667,-5.933333
"Asturias","Asturias","Llanes",13549,43.41953,-4.750914
"Asturias","Asturias","Mieres",36132,43.25179,-5.776198
"Catalunya","Asturias","Mieres",36132,42.127,2.639244
"Asturias","Asturias","Morcín",2537,43.28333,-5.883333
"Asturias","Asturias","Muros de Nalón",1942,43.5437,-6.099785
"Asturias","Asturias","Nava",5203,43.35816,-5.505977
"Asturias","Asturias","Navia",8112,43.5401,-6.723192
"Asturias","Asturias","Noreña",5102,43.39547,-5.706471
"Asturias","Asturias","Onís",732,43.33528,-4.9675
"Asturias","Asturias","Oviedo",220543,43.36026,-5.844759
"Asturias","Asturias","Parres",5152,43.37,-5.19
"Asturias","Asturias","Peñamellera Alta",518,43.32,-4.71
"Asturias","Asturias","Peñamellera Baja",1188,43.31,-4.59
"Asturias","Asturias","Pesoz",135,43.25797,-6.876617
"Asturias","Asturias","Piloña",6753,43.351,-5.363
"Asturias","Asturias","Ponga",576,43.19,-5.16
"Asturias","Asturias","Pravia",7790,43.49004,-6.112017
"Asturias","Asturias","Proaza",675,43.25117,-6.015672
"Asturias","Asturias","Quirós",1160,43.15,-5.966667
"Asturias","Asturias","Las Regueras",1875,43.41374,-5.970489
"Asturias","Asturias","Ribadedeva",1693,43.37,-4.57
"Asturias","Asturias","Ribadesella",5552,43.46145,-5.059171
"Asturias","Asturias","Ribera de Arriba",1852,43.30809,-5.893434
"Asturias","Asturias","Riosa",1712,43.2,-5.9
"Asturias","Asturias","Salas",4799,43.40976,-6.260448
"Asturias","Asturias","San Martín del Rey Aurelio",15405,43.27671,-5.607564
"Asturias","Asturias","San Martín de Oscos",336,43.26435,-6.961694
"Asturias","Asturias","Santa Eulalia de Oscos",425,43.25917,-7.020291
"Asturias","Asturias","San Tirso de Abres",400,43.409,-7.143
"Asturias","Asturias","Santo Adriano",289,43.29916,-5.972683
"Asturias","Asturias","Sariego",1265,43.40997,-5.560419
"Asturias","Asturias","Siero",52593,43.383,-5.65
"Asturias","Asturias","Sobrescobio",845,43.19417,-5.466943
"Asturias","Asturias","Somiedo",1065,43.1,-6.25
"Asturias","Asturias","Soto del Barco",3807,43.53319,-6.069166
"Asturias","Asturias","Tapia de Casariego",3579,43.56975,-6.943604
"Asturias","Asturias","Taramundi",558,43.36177,-7.111224
"Asturias","Asturias","Teverga",1539,43.15,-6.1
"Asturias","Asturias","Tineo",8769,43.33509,-6.414816
"Asturias","Asturias","Vegadeo",3930,43.46476,-7.05106
"Asturias","Asturias","Villanueva de Oscos",248,43.31155,-6.985969
"Asturias","Asturias","Villaviciosa",15342,43.48137,-5.435346
"Asturias","Asturias","Villayón",1064,43.44804,-6.705317
"Asturias","Asturias","Yernes y Tameza",136,43.27959,-6.109764
"Castilla León","Palencia","Abarca de Campos",38,42.0624,-4.840821
"Castilla León","Palencia","Abia de las Torres",170,42.41972,-4.421913
"Castilla León","Palencia","Aguilar de Campoo",6823,42.79245,-4.260221
"Castilla León","Palencia","Alar del Rey",912,42.65989,-4.311825
"Castilla León","Palencia","Alba de Cerrato",82,41.81252,-4.366223
"Castilla León","Palencia","Amayuelas de Arriba",38,42.21093,-4.489736
"Castilla León","Palencia","Ampudia",579,41.91397,-4.780129
"Castilla León","Palencia","Amusco",410,42.17311,-4.47014
"Castilla León","Palencia","Antigüedad",336,41.94587,-4.118328
"Castilla León","Palencia","Arconada",44,42.32811,-4.495456
"Castilla León","Palencia","Astudillo",1039,42.19241,-4.294691
"Castilla León","Palencia","Autilla del Pino",219,41.99172,-4.633556
"Castilla León","Palencia","Autillo de Campos",130,42.08715,-4.833488
"Castilla León","Palencia","Ayuela",53,42.62606,-4.660477
"Castilla León","Palencia","Baltanás",1228,41.93716,-4.245831
"Castilla León","Palencia","Venta de Baños",6331,41.92121,-4.494053
"Castilla León","Palencia","Baquerín de Campos",22,42.01602,-4.78178
"Castilla León","Palencia","Bárcena de Campos",53,42.4837,-4.498671
"Castilla León","Palencia","Barruelo de Santullán",1160,42.90768,-4.28723
"Castilla León","Palencia","Báscones de Ojeda",134,42.67077,-4.527061
"Castilla León","Palencia","Becerril de Campos",757,42.10857,-4.639876
"Castilla León","Palencia","Belmonte de Campos",30,41.94308,-4.987806
"Castilla León","Palencia","Berzosilla",47,42.78024,-4.038914
"Castilla León","Palencia","Boada de Campos",16,41.98954,-4.877423
"Castilla León","Palencia","Boadilla del Camino",114,42.25846,-4.347185
"Castilla León","Palencia","Boadilla de Rioseco",101,42.17916,-4.968832
"Castilla León","Palencia","Brañosera",253,42.93497,-4.308174
"Castilla León","Palencia","Buenavista de Valdavia",296,42.63752,-4.614254
"Castilla León","Palencia","Bustillo de la Vega",269,42.45601,-4.740725
"Castilla León","Palencia","Bustillo del Páramo de Carrión",55,42.35588,-4.738232
"Castilla León","Palencia","Calahorra de Boedo",83,42.5752,-4.386165
"Castilla León","Palencia","Calzada de los Molinos",305,42.32693,-4.652052
"Castilla León","Palencia","Capillas",72,42.01353,-4.890835
"Castilla León","Palencia","Cardeñosa de Volpejera",60,42.23212,-4.701925
"Castilla León","Palencia","Carrión de los Condes",1999,42.33895,-4.601765
"Castilla León","Palencia","Castil de Vela",55,41.98415,-4.958809
"Castilla León","Palencia","Castrejón de la Peña",320,42.8079,-4.599902
"Castilla León","Palencia","Castrillo de Don Juan",181,41.792,-4.069573
"Castilla León","Palencia","Castrillo de Onielo",91,41.85771,-4.301824
"Castilla León","Palencia","Castrillo de Villavega",168,42.45428,-4.480228
"Castilla León","Palencia","Castromocho",197,42.03073,-4.823366
"Castilla León","Palencia","Cervatos de la Cueza",241,42.29036,-4.769318
"Castilla León","Palencia","Cervera de Pisuerga",2284,42.86576,-4.499135
"Castilla León","Palencia","Cevico de la Torre",475,41.8524,-4.410702
"Castilla León","Palencia","Cevico Navero",178,41.86105,-4.183983
"Castilla León","Palencia","Cisneros",430,42.22045,-4.857163
"Castilla León","Palencia","Cobos de Cerrato",128,42.02774,-4.0022
"Castilla León","Palencia","Collazos de Boedo",99,42.6189,-4.483604
"Castilla León","Palencia","Congosto de Valdavia",140,42.71569,-4.633691
"Castilla León","Palencia","Cordovilla la Real",129,42.07946,-4.2593
"Castilla León","Palencia","Cubillas de Cerrato",64,41.79859,-4.466344
"Castilla León","Palencia","Dehesa de Montejo",135,42.81898,-4.509432
"Castilla León","Palencia","Dehesa de Romanos",46,42.63984,-4.435236
"Castilla León","Palencia","Dueñas",2587,41.8762,-4.545815
"Castilla León","Palencia","Espinosa de Cerrato",124,41.96826,-3.951763
"Castilla León","Palencia","Espinosa de Villagonzalo",154,42.47999,-4.371218
"Castilla León","Palencia","Frechilla",136,42.13801,-4.840533
"Castilla León","Palencia","Fresno del Río",171,42.68124,-4.817978
"Castilla León","Palencia","Frómista",748,42.26745,-4.406819
"Castilla León","Palencia","Fuentes de Nava",567,42.08343,-4.78183
"Castilla León","Palencia","Fuentes de Valdepero",484,42.07467,-4.500794
"Castilla León","Palencia","Grijota",2789,42.05277,-4.583137
"Castilla León","Palencia","Guardo",5548,42.7889,-4.846615
"Castilla León","Palencia","Guaza de Campos",55,42.13317,-4.90996
"Castilla León","Palencia","Hérmedes de Cerrato",74,41.81919,-4.174885
"Castilla León","Palencia","Herrera de Pisuerga",1898,42.59454,-4.33076
"Castilla León","Palencia","Herrera de Valdecañas",158,42.04818,-4.200034
"Castilla León","Palencia","Hontoria de Cerrato",106,41.91072,-4.441111
"Castilla León","Palencia","Hornillos de Cerrato",170,41.9885,-4.272515
"Castilla León","Palencia","Husillos",393,42.09022,-4.527472
"Castilla León","Palencia","Itero de la Vega",144,42.28725,-4.25986
"Castilla León","Palencia","Lagartos",117,42.4058,-4.904532
"Castilla León","Palencia","Lantadilla",273,42.34066,-4.276877
"Castilla León","Palencia","La Vid de Ojeda",90,42.65922,-4.385033
"Castilla León","Palencia","Ledigos",62,42.35455,-4.864838
"Castilla León","Palencia","Lomas",41,42.27389,-4.55071
"Castilla León","Palencia","Magaz de Pisuerga",1031,41.98265,-4.42814
"Castilla León","Palencia","Manquillos",58,42.20491,-4.567846
"Castilla León","Palencia","Mantinos",145,42.75367,-4.842566
"Castilla León","Palencia","Marcilla de Campos",58,42.31704,-4.396164
"Castilla León","Palencia","Mazariegos",202,42.02702,-4.715664
"Castilla León","Palencia","Mazuecos de Valdeginate",79,42.16836,-4.840012
"Castilla León","Palencia","Melgar de Yuso",271,42.25353,-4.254504
"Castilla León","Palencia","Meneses de Campos",101,41.94185,-4.920037
"Castilla León","Palencia","Micieces de Ojeda",71,42.6907,-4.462027
"Castilla León","Palencia","Monzón de Campos",583,42.11494,-4.494374
"Castilla León","Palencia","Moratinos",59,42.36052,-4.926806
"Castilla León","Palencia","Mudá",80,42.87574,-4.393997
"Castilla León","Palencia","Nogal de las Huertas",46,42.39223,-4.64151
"Castilla León","Palencia","Olea de Boedo",39,42.60915,-4.44998
"Castilla León","Palencia","Olmos de Ojeda",170,42.72211,-4.42506
"Castilla León","Palencia","Osornillo",59,42.37003,-4.291184
"Castilla León","Palencia","Palencia",76738,42.01246,-4.531175
"Castilla León","Palencia","Palenzuela",215,42.09528,-4.129247
"Castilla León","Palencia","Páramo de Boedo",104,42.57817,-4.401175
"Castilla León","Palencia","Paredes de Nava",1911,42.15297,-4.694349
"Castilla León","Palencia","Payo de Ojeda",57,42.72071,-4.480036
"Castilla León","Palencia","Pedraza de Campos",72,41.98404,-4.734877
"Castilla León","Palencia","Pedrosa de la Vega",280,42.48248,-4.745925
"Castilla León","Palencia","Perales",118,42.19413,-4.580409
"Castilla León","Palencia","Pino del Río",163,42.64439,-4.807833
"Castilla León","Palencia","Piña de Campos",193,42.21383,-4.437123
"Castilla León","Palencia","Población de Arroyo",42,42.33661,-4.874161
"Castilla León","Palencia","Población de Campos",122,42.26987,-4.447104
"Castilla León","Palencia","Población de Cerrato",98,41.79285,-4.428361
"Castilla León","Palencia","Polentinos",40,42.93913,-4.527209
"Castilla León","Palencia","Pomar de Valdivia",490,42.77392,-4.169625
"Castilla León","Palencia","Poza de la Vega",166,42.57837,-4.796787
"Castilla León","Palencia","Pozo de Urama",18,42.25368,-4.894083
"Castilla León","Palencia","Prádanos de Ojeda",181,42.68245,-4.347817
"Castilla León","Palencia","La Puebla de Valdavia",81,42.67352,-4.609769
"Castilla León","Palencia","Quintana del Puente",251,42.08389,-4.206628
"Castilla León","Palencia","Quintanilla de Onsoña",180,42.4693,-4.663771
"Castilla León","Palencia","Reinoso de Cerrato",57,41.97587,-4.383108
"Castilla León","Palencia","Renedo de la Vega",192,42.45378,-4.702911
"Castilla León","Palencia","Requena de Campos",29,42.30802,-4.343727
"Castilla León","Palencia","Respenda de la Peña",141,42.76434,-4.686781
"Castilla León","Palencia","Revenga de Campos",136,42.28405,-4.482509
"Castilla León","Palencia","Revilla de Collazos",75,42.62992,-4.504412
"Castilla León","Palencia","Ribas de Campos",153,42.15409,-4.516803
"Castilla León","Palencia","Riberos de la Cueza",54,42.27843,-4.725373
"Castilla León","Palencia","Saldaña",2869,42.52224,-4.736195
"Castilla León","Palencia","Salinas de Pisuerga",329,42.84879,-4.378163
"Castilla León","Palencia","San Cebrián de Campos",407,42.20156,-4.531021
"Castilla León","Palencia","San Cebrián de Mudá",150,42.89171,-4.386276
"Castilla León","Palencia","San Cristóbal de Boedo",20,42.54183,-4.353204
"Castilla León","Palencia","San Mamés de Campos",49,42.35485,-4.566011
"Castilla León","Palencia","San Román de la Cuba",53,42.26285,-4.857982
"Castilla León","Palencia","Santa Cecilia del Alcor",92,41.93401,-4.658901
"Castilla León","Palencia","Santa Cruz de Boedo",52,42.52446,-4.373779
"Castilla León","Palencia","Santervás de la Vega",400,42.5064,-4.799212
"Castilla León","Palencia","Santibáñez de Ecla",42,42.70685,-4.375168
"Castilla León","Palencia","Santibáñez de la Peña",934,42.80851,-4.730435
"Castilla León","Palencia","Santoyo",192,42.21475,-4.34334
"Castilla León","Palencia","La Serna",93,42.41598,-4.664681
"Castilla León","Palencia","Sotobañado y Priorato",158,42.59135,-4.441792
"Castilla León","Palencia","Soto de Cerrato",176,41.9534,-4.429997
"Castilla León","Palencia","Tabanera de Cerrato",138,42.02549,-4.123188
"Castilla León","Palencia","Tabanera de Valdavia",22,42.64664,-4.692118
"Castilla León","Palencia","Támara de Campos",74,42.20341,-4.393612
"Castilla León","Palencia","Tariego de Cerrato",500,41.9045,-4.47994
"Castilla León","Palencia","Torquemada",966,42.03398,-4.319597
"Castilla León","Palencia","Torremormojón",45,41.96135,-4.7776
"Castilla León","Palencia","Triollo",74,42.92432,-4.680885
"Castilla León","Palencia","Valbuena de Pisuerga",52,42.14552,-4.239007
"Castilla León","Palencia","Valdeolmillos",60,42.04123,-4.400366
"Castilla León","Palencia","Valderrábano",47,42.60603,-4.654995
"Castilla León","Palencia","Valde-Ucieza",76,42.4,-4.566667
"Castilla León","Palencia","Valle de Cerrato",83,41.87996,-4.362146
"Castilla León","Palencia","Velilla del Río Carrión",1129,42.82626,-4.84626
"Castilla León","Palencia","Vertavillo",167,41.8322,-4.327307
"Castilla León","Palencia","Villabasta de Valdavia",33,42.56084,-4.602565
"Castilla León","Palencia","Villacidaler",46,42.22171,-4.974374
"Castilla León","Palencia","Villaconancio",50,41.87197,-4.223928
"Castilla León","Palencia","Villada",834,42.25081,-4.966945
"Castilla León","Palencia","Villaeles de Valdavia",48,42.56544,-4.584489
"Castilla León","Palencia","Villahán",99,42.05107,-4.131148
"Castilla León","Palencia","Villaherreros",209,42.38933,-4.461307
"Castilla León","Palencia","Villalaco",61,42.15525,-4.259672
"Castilla León","Palencia","Villalba de Guardo",201,42.72227,-4.823821
"Castilla León","Palencia","Villalcázar de Sirga",174,42.31688,-4.543277
"Castilla León","Palencia","Villalcón",48,42.29311,-4.855132
"Castilla León","Palencia","Villalobón",1900,42.02964,-4.503937
"Castilla León","Palencia","Villaluenga de la Vega",519,42.52399,-4.765412
"Castilla León","Palencia","Villamartín de Campos",169,42.01508,-4.663723
"Castilla León","Palencia","Villamediana",183,42.04987,-4.361402
"Castilla León","Palencia","Villameriel",105,42.52761,-4.476349
"Castilla León","Palencia","Villamoronta",239,42.40274,-4.698733
"Castilla León","Palencia","Villamuera de la Cueza",37,42.25888,-4.688044
"Castilla León","Palencia","Villamuriel de Cerrato",6508,41.94826,-4.515538
"Castilla León","Palencia","Villanueva del Rebollar",67,42.24105,-4.742416
"Castilla León","Palencia","Villanuño de Valdavia",93,42.5089,-4.517657
"Castilla León","Palencia","Villaprovedo",46,42.51569,-4.395741
"Castilla León","Palencia","Villarmentero de Campos",28,42.29745,-4.500002
"Castilla León","Palencia","Villarrabé",176,42.42107,-4.784336
"Castilla León","Palencia","Villarramiel",788,42.04258,-4.913169
"Castilla León","Palencia","Villasarracino",132,42.4122,-4.49662
"Castilla León","Palencia","Villasila de Valdavia",60,42.53239,-4.557374
"Castilla León","Palencia","Villaturde",147,42.3765,-4.671304
"Castilla León","Palencia","Villaumbrales",623,42.08917,-4.613097
"Castilla León","Palencia","Villaviudas",366,41.96166,-4.342499
"Castilla León","Palencia","Villerías de Campos",76,41.94452,-4.855737
"Castilla León","Palencia","Villodre",24,42.21174,-4.24537
"Castilla León","Palencia","Villodrigo",96,42.14453,-4.094779
"Castilla León","Palencia","Villoldo",339,42.24501,-4.595861
"Castilla León","Palencia","Villota del Páramo",299,42.55193,-4.848131
"Castilla León","Palencia","Villovieco",62,42.29512,-4.482055
"Castilla León","Palencia","Osorno la Mayor",1190,42.41016,-4.361501
"Castilla León","Palencia","Valle del Retortillo",168,42.23528,-4.79
"Castilla León","Palencia","Loma de Ucieza",193,42.44142,-4.579111
"Castilla León","Palencia","La Pernía",313,42.98833,-4.5
"Canarias","Palmas, Las","Agaete",5670,28.10045,-15.69982
"Canarias","Palmas, Las","Agüimes",33179,27.90411,-15.44564
"Canarias","Palmas, Las","Antigua",13832,28.42347,-14.01455
"Canarias","Palmas, Las","Arrecife",68169,28.95951,-13.5476
"Canarias","Palmas, Las","Artenara",1029,28.02005,-15.64664
"Canarias","Palmas, Las","Arucas",38936,28.11927,-15.52474
"Canarias","Palmas, Las","Betancuria",812,28.42438,-14.05646
"Canarias","Palmas, Las","Firgas",7688,28.10761,-15.56337
"Canarias","Palmas, Las","Gáldar",24811,28.14404,-15.65036
"Canarias","Palmas, Las","Haría",5567,29.14651,-13.4977
"Canarias","Palmas, Las","Ingenio",32747,27.92047,-15.44246
"Canarias","Palmas, Las","Mogán",21175,27.8837,-15.72398
"Canarias","Palmas, Las","Moya",7987,28.1,-15.58333
"Castilla La Mancha","Palmas, Las","Moya",7987,39.94834,-1.365402
"Canarias","Palmas, Las","La Oliva",29693,28.6104,-13.9288
"Canarias","Palmas, Las","Pájara",21614,28.35059,-14.10761
"Canarias","Palmas, Las","Las Palmas de Gran Canaria",380436,28.12482,-15.43001
"Canarias","Palmas, Las","Puerto del Rosario",44638,28.4965,-13.86221
"Canarias","Palmas, Las","San Bartolomé",19443,27.92461,-15.573
"Canarias","Palmas, Las","San Bartolomé de Tirajana",54116,27.92461,-15.573
"Canarias","Palmas, Las","La Aldea de San Nicolás",7449,27.99022,-15.78118
"Canarias","Palmas, Las","Santa Brígida",18551,28.0306,-15.49134
"Canarias","Palmas, Las","Santa Lucía de Tirajana",77098,27.91272,-15.54124
"Canarias","Palmas, Las","Santa María de Guía de Gran Canaria",14135,28.13915,-15.63284
"Canarias","Palmas, Las","Teguise",23848,29.05942,-13.5603
"Canarias","Palmas, Las","Tejeda",1826,27.99499,-15.61547
"Canarias","Palmas, Las","Telde",102867,27.99604,-15.41789
"Canarias","Palmas, Las","Teror",12878,28.0595,-15.54824
"Canarias","Palmas, Las","Tías",21462,28.95304,-13.65303
"Canarias","Palmas, Las","Tinajo",6865,29.06644,-13.67695
"Canarias","Palmas, Las","Tuineje",16454,28.32417,-14.04758
"Canarias","Palmas, Las","Valsequillo de Gran Canaria",9768,27.99119,-15.49928
"Canarias","Palmas, Las","Valleseco",3741,28.04794,-15.5737
"Canarias","Palmas, Las","Vega de San Mateo",7856,28.01057,-15.53256
"Canarias","Palmas, Las","Yaiza",18113,28.95247,-13.76526
"Galicia","Pontevedra","Arbo",2636,42.1145,-8.319313
"Galicia","Pontevedra","Barro",3657,42.525,-8.647223
"Galicia","Pontevedra","Baiona",12380,42.11809,-8.84958
"Galicia","Pontevedra","Bueu",11837,42.31977,-8.790135
"Galicia","Pontevedra","Caldas de Reis",9614,42.6055,-8.643308
"Galicia","Pontevedra","Cambados",13752,42.5138,-8.812893
"Galicia","Pontevedra","Campo Lameiro",1697,42.54222,-8.542778
"Galicia","Pontevedra","Cangas",26714,42.26471,-8.782845
"Galicia","Pontevedra","A Cañiza",5046,42.21304,-8.27567
"Galicia","Pontevedra","Catoira",3268,42.66665,-8.722511
"Galicia","Pontevedra","Covelo",2422,42.23195,-8.363334
"Galicia","Pontevedra","Crecente",1938,42.15374,-8.223059
"Galicia","Pontevedra","Cuntis",4515,42.63263,-8.563463
"Galicia","Pontevedra","Dozón",985,42.57058,-8.04944
"Galicia","Pontevedra","A Estrada",20139,42.68958,-8.491302
"Galicia","Pontevedra","Forcarei",3127,42.59233,-8.350904
"Galicia","Pontevedra","Fornelos de Montes",1637,42.34055,-8.453166
"Galicia","Pontevedra","Agolada",2282,42.76227,-8.019424
"Galicia","Pontevedra","Gondomar",15103,42.11078,-8.761466
"Galicia","Pontevedra","O Grove",10821,42.49366,-8.865339
"Galicia","Pontevedra","A Guarda",10041,41.90252,-8.873672
"Galicia","Pontevedra","Lalín",20277,42.66137,-8.110957
"Galicia","Pontevedra","A Lama",2515,42.11277,-8.302681
"Galicia","Pontevedra","Marín",24154,42.39147,-8.699853
"Galicia","Pontevedra","Meaño",5264,42.45,-8.783333
"Galicia","Pontevedra","Meis",4703,42.51667,-8.7
"Galicia","Pontevedra","Moaña",19315,42.28551,-8.749413
"Galicia","Pontevedra","Mondariz",4425,42.23425,-8.455334
"Galicia","Pontevedra","Mondariz-Balneario",711,42.22697,-8.465821
"Galicia","Pontevedra","Moraña",4110,42.56186,-8.560328
"Galicia","Pontevedra","Mos",15152,42.19545,-8.654388
"Galicia","Pontevedra","As Neves",3678,42.08818,-8.415079
"Galicia","Pontevedra","Nigrán",18208,42.1452,-8.807062
"Galicia","Pontevedra","Oia",3080,42.00307,-8.875215
"Galicia","Pontevedra","Pazos de Borbén",3002,42.29383,-8.531596
"Galicia","Pontevedra","Pontevedra",83077,42.43362,-8.648053
"Galicia","Pontevedra","O Porriño",20711,42.16036,-8.619299
"Galicia","Pontevedra","Portas",2781,42.58333,-8.666667
"Galicia","Pontevedra","Poio",17425,42.44446,-8.715083
"Galicia","Pontevedra","Ponteareas",23196,42.17637,-8.502382
"Galicia","Pontevedra","Ponte Caldelas",5580,42.38924,-8.503109
"Galicia","Pontevedra","Pontecesures",3088,42.71667,-8.65
"Galicia","Pontevedra","Redondela",28976,42.28379,-8.607425
"Galicia","Pontevedra","Ribadumia",5212,42.51466,-8.757588
"Galicia","Pontevedra","Rodeiro",2244,42.64951,-7.949817
"Galicia","Pontevedra","O Rosal",6509,41.93539,-8.83549
"Galicia","Pontevedra","Salceda de Caselas",9430,42.10196,-8.558377
